,Title,Ingredients,Instructions,URL
413,토마토두부카프레제와 라임드레싱,"['슬라이스 토마토6개', '슬라이스 순두부6개', '어린잎 채소약간', '발사믹 드레싱적당량', '양파⅓개(30g)', '오이피클4개', '오이피클 국물3술', '라임즙1술', '휘핑크림1술', '마요네즈1술', '꿀약간', '양파시즈닝 가루약간']","['믹서에 양파, 오이피클, 오이피클 국물, 라임즙을 넣고 곱게 갈아주세요. (드레싱 재료는 2인분이 넘는 양이예요.)', '볼에 순서 1과 휘핑크림, 마요네즈, 꿀, 양파시즈닝가루를 한데 넣고 되직하게 섞어주세요.', '슬라이스한 토마토와 순두부를 포갠 뒤 발사믹드레싱과 순서 2를 번갈아 가며 뿌려주세요.', '어린잎 채소를 올리면 색감이 살아나 눈도 입도 즐겁게 토마토카프레제를 즐기실 수 있답니다!\r\n\r\n*Tip. 올리브오일은 토마토의 비타민 흡수를 도와주기 때문에 살짝 뿌려드시면 더욱 좋아요!']",https://wtable.co.kr/recipes/B4TFJHpSnL8wucjuDrRPvU3F?location=recipe_home
414,전복양념구이,"['전복4개', '카놀라유1술', '참깨약간', '생수1술', '버터⅔술(10g)', '다진 마늘¼술', '고운 고춧가루약간', '꿀½술', '고추장½술']","['달군 팬에 버터를 두르고 다진 마늘을 넣어 약불에서 볶아주세요. 마늘 향이 올라오면 나머지 양념 재료를 넣고 함께 볶아주세요.\r\n\r\n*Tip. 다량의 버터와 다진 마늘을 넣고 중불에서 전복을 졸이면 버터전복구이가 된답니다!', '달군 팬에 카놀라유를 두른 뒤, 손질 후 칼집 낸 전복을 약불에서 노릇노릇하게 구워주세요.', '불을 끄고 양념을 바른 뒤 참깨를 뿌리면 완성이예요.']",https://wtable.co.kr/recipes/DFC6EDKoT5BNKNAuSLd9VTid?location=recipe_home
415,크래미달걀탕,"['달걀1개', '대파 (10cm)1개', '크래미5개', '국간장½술', '소금약간', '멸치 다시마 육수700ml', '양파½개', '당근약간(25g)', '표고버섯1개']","['냄비에 멸치·다시마 육수, 채 썬 당근과 양파를 넣고 강불에서 3~4분동안 끓여주세요.', '육수가 끓으면 중불로 줄인 뒤 잘게 찢은 크래미를 넣고, 국간장과 소금을 넣어 간을 맞추세요.', '냄비 가장자리를 빙 둘러가며 체에 곱게 거른 달걀물을 넣어주세요.\r\n\r\n*Tip. 달걀을 넣고 오래 끓이면 달걀이 뭉치고 색이 탁해지니 주의하세요!', '어슷하게 썬 대파를 넣고 한소끔 더 끓인 뒤 슬라이스한 표고버섯을 넣어주세요.', '그릇에 담아 따끈한 국물을 즐겨보세요.']",https://wtable.co.kr/recipes/Ur8phMEKbrNz5CRdSXtRvFuq?location=recipe_home
416,참가자미미역국,"['참가자미(大)1마리', '생수1.4L', '맛술½술', '소금약간', '건미역약간(10g)', '고춧가루. 다진 마늘½술', '다진 생강약간', '들깨가루½술', '들기름1술', '국간장1술']","['냄비에 참가자미, 생수, 맛술을 넣고 강불에서 끓이다가 육수가 끓으면 중약불로 줄여 30분 끓여주세요.\r\n\r\n*Tip. 육수는 버리지 마세요!', '오목한 팬에 미역과 다진 마늘, 다진 생강, 들깨가루, 들기름과 국간장을 넣고 중불에서 4분간 볶아주세요.', '순서 1에 살만 발라낸 가자미와 순서 2를 넣고 중약불에서 10분 더 끓여주세요. 부족한 간은 소금으로 맞춰주세요.', '따끈한 참가자미미역국을 밥과 함께 맛있게 즐겨보세요.']",https://wtable.co.kr/recipes/1uAU2hcWFLXNQxbffmZtyGbW?location=recipe_home
417,나시고랭밥말이봉봉,"['라이스페이퍼6장', '햄약간(50g)', '양파⅓개(30g)', '밥1공기', '굴소스1술', '쪽파2줄기', '흑임자약간', '카놀라유약간']","['잘게 다진 햄을 살짝 데쳐주세요. (햄에 뜨거운 물을 끼얹어도 된답니다.)', '달군 팬에 카놀라유를 두르고 잘게 다진 양파와 데친 햄을 넣고 강불에서 2분간 볶아주세요.', '밥 1공기와 송송 썬 쪽파, 굴소스, 흑임자를 넣고 중불에서 2분간 볶아주세요.', '뜨거운 물에 10초간 데친 라이스페이퍼에 순서 3을 적당히 넣고 돌돌 말아준 뒤, 달군 팬에 카놀라유를 두르고 살짝 구워주세요.', '완성된 밥말이봉봉을 맛있게 드세요!\r\n\r\n*Tip. 데친 라이스페이퍼는 시간이 지나면 질겨지므로 따뜻할 때 바로 드시는 게 좋아요!']",https://wtable.co.kr/recipes/49hfeAvvtNZXSQvG3H7y6Hd5?location=recipe_home
418,들깨무채국,"['무우¼개(150g)', '멸치 다시마 육수700ml', '다진 마늘⅓술', '들기름2술', '들깨가루2술', '국간장1술', '소금약간']","['냄비에 들기름을 두른 뒤 채 썬 무와 다진 마늘을 넣고 약불에서 5분 볶아주세요.', '멸치·다시마 육수를 넣고 강불에서 4분 끓인 뒤 들깨가루, 국간장, 소금을 넣고 중약불에서 6분 더 끓여주세요.', '어슷하게 썬 대파를 넣고 중약불에서 2분 더 끓여주세요.', '따끈할 때 맛있게 드세요!']",https://wtable.co.kr/recipes/t4D7DkKwr4ik4xmDEhctnRCC?location=recipe_home
419,삼색밀전병과 겨자소스,"['카놀라유2술', '표고버섯3개', '당근약간(20g)', '소금약간', '달걀 흰자 지단약간', '달걀 노른자 지단약간', '오이 껍질½개', '진간장약간', '설탕약간', '참기름약간', '메밀가루½컵(50g)', '물100m', '소금약간', '밀가루½컵(50g)', '당근즙20ml', '물80ml', '소금약간', '잣가루약간', '밀가루½컵(50g)', '시금치가루약간', '물100ml', '소금약간', '연겨자약간', '진간장1술', '배즙2술', '연유약간', '매실액½술']","['세 가지 전병 재료를 각각 섞어 반죽을 만든 뒤, 달군 팬에 카놀라유를 두르고 중약불에서 전병을 부쳐주세요.', '달군 팬에 채 썬 당근, 소금을 넣고 중약불에서 3분 볶은 뒤 꺼내주세요.', '같은 팬에 미리 밑간한 표고버섯을 중불에서 2분간 볶아주세요.\r\n\r\n*Tip. 표고버섯은 밑간하여 5분간 재운 뒤 슬라이스해서 사용하세요!', '전병에 순서 2, 3, 그리고 흰색과 노란색 지단, 채썬 오이 껍질을 놓고 돌돌 말은 뒤 2~3cm 길이로 썰어주세요. 분량의 재료를 넣고 잘 섞어 겨자소스도 만들어 주세요.', '겨자소스를 곁들어 맛있게 즐기세요.']",https://wtable.co.kr/recipes/GHpanRhYC2DnCvmvQSY6Y3nq?location=recipe_home
420,목살오향장육과 잣마늘소스,"['보쌈용 목살300g', '흑설탕1술', '올리고당3술', '진간장2술', '생수적당량', '팔각6개', '월계수잎3장', '통마늘4쪽', '통생강1개', '계피1개', '잣가루1술', '다진 마늘⅓술', '소금약간', '유자청1술', '매실액1술', '꿀⅓술']","['냄비에 핏물 뺀 목살과 삶는 재료를 넣고 물이 1/3이 남을 때까지 강불에서 끓여주세요. 다 끓인 후 육수는 두고 삶은 재료를 모두 건져주세요.', '고기를 큼직하게 썰어 냄비에 넣고 순서 1의 육수 4/5컵(150ml), 올리고당, 진간장, 흑설탕을 넣은 뒤 중약불에서 뒤적이며 10분간 조려주세요.', '조린 고기를 얇게 썰고 분량의 소스 재료를 한데 넣고 섞어 소스를 만들어 주세요.\r\n\r\n*Tip. 소스 재료 중 꿀은 매실액, 유자청은 레몬청으로 대체\r\n해도 된답니다.', '고기를 특제 잣마늘소스에 콕콕 찍어 맛있게 드세요.']",https://wtable.co.kr/recipes/vkTaJfwF1zhTwmT4ueGAncg8?location=recipe_home
421,유부만둣국,"['유부 주머니7장', '부추7줄기', '다시마 멸치 육수700ml', '무우⅛개(100g)', '표고버섯2개', '대파 (10cm)1개', '국간장½술', '카놀라유2술', '청주약간', '소금약간', '후추약간', '다짐육100g', '부추4줄기', '당면½줌(20g)', '대파 (10cm)1개', '두부⅙모', '참기름약간', '소금, 후추약간']","['달군 팬에 카놀라유를 두르고 미리 10분간 밑간해 둔 다짐육을 넣어 중불에서 4~5분 볶아주세요.', '볼에 순서 1과 나머지 속재료를 잘게 다져 넣고 골고루 섞어주세요.\r\n\r\n*Tip. 당면은 미리 물에 불린 뒤 살짝 데쳐서 사용해주세요!', '데친 유부에 순서 2를 넣고 데친 부추 줄기로 입구를 묶어주세요.', '냄비에 멸치·다시마 육수와 먹기 좋게 썬 무를 넣고 강불에서 끓이다 순서 3을 넣어주세요. 유부주머니가 떠오르면 슬라이스한 표고버섯과 어슷 썬 대파를 넣고 국간장으로 간을 맞춰주세요.', '뜨거운 유부주머니에 입을 데이지 않도록 조심하며 국물과 함께 맛있게 즐기세요~']",https://wtable.co.kr/recipes/DeX56xgnhcp25tBXoA2XEgmY?location=recipe_home
422,배깍두기,"['배1개', '쪽파3줄기(10g)', '고춧가루½술', '소금약간', '참깨약간', '다진 마늘⅓술', '매실액1술', '멸치액젓1술']","['볼에 깍둑 썬 배, 고춧가루를 넣고 골고루 버무려 주세요.\r\n\r\n*Tip. 배는 껍질에도 영양이 많이 들어 있으므로 깨끗하게 세척한 후 껍질째 깍둑 썰어 사용해도 좋아요!', '나머지 양념과 송송 썬 쪽파를 넣고 살살 버무려 주세요. 배가 당도가 높다면 매실액은 생략해도 좋답니다.', '밥과 함께 맛있게 즐겨보세요.']",https://wtable.co.kr/recipes/YAUZ51UHBVHFMJg9YD6Hr2f5?location=recipe_home
423,삼색 달걀찜,"['참기름적당량', '우유100ml', '달걀 노른자4개', '소금약간', '우유100ml', '달걀1개', '달걀 흰자2개', '시금치1줌(30g)', '소금약간', '우유100ml', '달걀1개', '달걀 흰자2개', '당근약간(20g)', '빨간 파프리카약간(10g)', '소금약간']","['노란색 재료는 잘 섞고 초록색, 빨간색 재료는 믹서에 각각 넣고 간 뒤 각각 섞어 소금으로 간을 맞춰주세요.\r\n\r\n*Tip. 색을 진하게 내고 싶다면 당근즙, 시금치즙을 우유와 섞어 사용하세요.', '찜기에 김이 오르면 그릇에 참기름을 바르고 노란색 재료를 그릇의 ⅓ 가량 넣은 뒤 중약불에서 10분간 쪄주세요.\r\n\r\n*Tip. 그릇에 키친타월, 면포를 씌우면 수증기가 표면에 떨어지지 않아 계란찜 표면에 구멍이 생기지 않아요!', '초록색 재료를 살살 부어 중약불에서 10분간 쪄낸 후, 빨간색 재료를 부어 중약불에서 10분 찐 뒤 3분간 뜸을 들여주세요.', '찜그릇에서 꺼내 접시에 담은 후 맛있게 즐기세요!']",https://wtable.co.kr/recipes/A3LcHjf1KLSQkRT8unkTbZdF?location=recipe_home
424,베트남샐러드와 흑임자코코넛드레싱,"['닭가슴살170g', '당근약간(25g)', '오이⅕개(40g)', '적채1과 ½장(40g)', '사과¼개', '노란 파프리카¼개', '청주1술', '마늘2쪽', '양파¼개', '무우약간(50g)', '소금, 후추약간', '흑임자2술', '레몬즙4술', '사과¼술', '마요네즈4술(55g)', '설탕½술', '매실액1술', '플레인요거트2술', '코코넛밀크2술', '소금약간']","['냄비에 삶는 재료와 닭가슴살을 넣고 재료가 잠길 만큼 물을 부은 뒤 강불에서 10분간 끓이고 중약불로 줄여 10분간 끓여 속까지 익혀주세요.', '삶은 닭가슴살을 잘게 찢고 모든 채소를 채 썬 뒤 물기를 빼주세요.\r\n\r\n*Tip. 오이와 당근은 살짝 볶아서 넣어도 좋아요.', '믹서에 드레싱 재료를 넣고 곱게 갈아주세요.', '플레이팅한 닭가슴살과 채소 위에 드레싱을 넣고 잘 섞은 뒤 맛있게 즐기세요.']",https://wtable.co.kr/recipes/xsfcymVL8YMNTahWNC1YK3vH?location=recipe_home
425,꽃게두붓국,"['꽃게2마리', '미더덕60g', '고추가루½술', '쑥갓약간(35g)', '생수850ml', '무우⅛개(100g)', '다시마 (10*10cm)1장', '된장1술(20g)', '대파 (10cm)1개', '느타리버섯¼팩(45g)', '두부¼모', '청양고추½개', '홍고추1개', '다진 마늘½술', '국간장약간', '소금약간']","['냄비에 생수, 무, 다시마를 넣고 강불에서 10분 끓인 뒤 다시마를 건져내고 된장을 체에 풀어 넣어주세요. 끓어오르면 거품은 걷어내 주세요.', '손질한 꽃게, 미더덕을 넣고 강불에서 3분간 끓여주세요.', '어슷하게 썬 대파와 청양고추, 홍고추를 넣고 끓이다가 느타리버섯, 1cm 두께로 썬 두부, 다진 마늘을 넣고 중불에서 5분간 더 끓여주세요.', '고춧가루, 쑥갓을 넣고 중불에서 2분간 끓이며 간을 봐주세요. 부족한 간은 국간장, 소금으로 맞춰주세요.', '따뜻할 때 국물맛을 음미하며 맛있게 즐겨보세요.']",https://wtable.co.kr/recipes/ZVh4ypJnzEsvDDofX8qveVhY?location=recipe_home
426,맛살숙주나물무침,"['숙주나물1과 ½줌(170g)', '맛살3줄', '쪽파3줄기(10g)', '소금약간', '참깨약간', '참기름½술', '참깨약간', '국간장½술', '소금3꼬집']","['냄비에 물과 소금을 넣고 물이 끓으면 숙주나물을 넣어 살짝 데쳐주세요.', '데친 숙주나물을 찬물에 헹군 뒤 물기를 빼주세요.\r\n\r\n*Tip. 데친 숙주를 찬물에 헹구면 숙주의 식감이 더욱 아삭해져요!', '볼에 순서 2와 잘게 찢은 맛살을 넣은 뒤 양념 재료를 넣고 조물조물 무친 다음 송송 썬 쪽파와 참깨를 넣어 섞어주세요.\r\n\r\n*Tip. 숙주나물을 오래 데치거나 손으로 많이 주므르면 아삭한 식감이 사라지므로 주의해야 해요!', '맛살과 숙주의 맛과 식감을 음미하며 맛있게 즐겨보세요!']",https://wtable.co.kr/recipes/oFyp9cjQpkR8uUzQMwF8W8dQ?location=recipe_home
427,삼색 인절미 크루아상,"['크루아상1개(80g)', '콩고물 인절미2개(20g)', '흑임자 인절미2개(20g)', '카스텔라 인절미2개(20g)', '볶은 콩가루1술', '연유적당량']","['가로로 슬라이스한 크루아상에 전자렌지에 데운 인절미를 모두 넣어주세요.\r\n\r\n*Tip. 크루아상이 없다면 식빵으로 대체해도 좋아요. 달군 팬에 버터를 두르고 인절미를 넣은 식빵을 뚜껑을 덮은 채 익히면 된답니다!', '크루아상 위에 볶은 콩가루, 연유를 골고루 뿌리면 완성이예요.\r\n\r\n*Tip. 볶은 콩가루 대신 인절미에 묻어 있는 콩고물을 뿌려도 좋아요. 아몬드슬라이스가 있으면 함께 뿌려 드셔도 맛있답니다.']",https://wtable.co.kr/recipes/6LKVtrY5L6Ds8SZjfjsksjqh?location=recipe_home
428,골뱅이 비빔밥,"['골뱅이통조림1개(230g)', '밥2공기', '김가루약간', '숙주나물1줌(100g)', '부추10줄기(30g)', '참기름약간', '소금약간', '다진 마늘⅓술', '골뱅이통조림 국물50ml', '참기름1술', '매실액1술', '올리고당2술', '고추장2술', '무우⅒개(60g)', '비트약간(10g)', '콜라비약간(30g)', '설탕½술', '식초1술', '소금1꼬집']","['달군 팬에 분량의 양념 재료를 넣고 중약불에서 3분간 볶아주세요.', '적당히 자른 골뱅이를 넣고 중불에서 1분 더 볶아주세요.', '살짝 데친 뒤 물기를 뺀 숙주나물과 2cm 길이로 썬 부추, 참기름, 소금을 볼에 넣고 함께 무쳐주세요.', '그릇에 밥, 순서 3의 나물, 미리 분량의 재료에 20분간 절여 놓은 절임 채소를 넣고 순서 2의 양념장과 김가루를 얹어주세요.', '골고루 비벼 맛있게 즐겨보세요!']",https://wtable.co.kr/recipes/rg177d75RKzERSRt66Ye7xmc?location=recipe_home
429,섬초 된장국,"['섬초2줌(120g)', '홍고추1개', '멸치 다시마 육수700ml', '된장1과 ½큰술(35g)', '다진 마늘1작은술']","['손질한 섬초를 살짝 데친 뒤 3~4등분으로 썰어 주세요.', '멸치·다시마 육수에 된장을 풀어서 넣고 강불에서 5~6분간 끓여주세요.', '섬초, 다진 마늘, 어슷하게 썬 홍고추를 넣고 중약불에서 5분 더 끓여주세요.', '섬초와 된장이 잘 우러난 국물에 밥과 김치를 곁들이면 그 자체로 훌륭한 한 상의 완성이예요!']",https://wtable.co.kr/recipes/UWMekL98oXjsupyqY4pL4nC9?location=recipe_home
430,팔락파니르,"['브로콜리약간(30g)', '시금치½줌', '우유50ml', '버터⅔술(10g)', '양파½개', '당근약간(30g)', '감자½개', '체다치즈1과 ½장', '밥2공기', '생수350ml', '시판용 카레가루4술(50g)']","['믹서에 적당히 썬 브로콜리, 시금치, 우유를 넣고 곱게 갈아주세요.', '달군 팬에 버터를 녹인 뒤 중약불에서 양파를 넣고 색이 투명해질 때까지 볶아준 뒤 깍둑 썬 당근, 감자를 넣고 5분간 볶아주세요.', '카레물을 넣고 저어가며 중약불에서 5분 끓인 뒤, 순서 1을 섞고 한 번 더 끓여주세요.', '체다치즈를 넣고 치즈가 녹을 때까지 저어가며 약불에서 2분 더 끓여주세요.', '그릇에 밥을 담고 그 주위에 완성돤 팔락파니르를 부으면 완성이예요. 견과류를 곁들여 드시면 고소한 맛도 함께 즐길 수가 있답니다.']",https://wtable.co.kr/recipes/N1ePE4Gq5XxJ6VGm7V19bZk1?location=recipe_home
431,양념어묵꼬치,"['데친 꼬치어묵4개', '헴프씨드약간(10g)', '고춧가루½술', '다진 마늘⅓술', '청양고추½개', '멸치다시마육수100ml', '올리고당3술', '고추장1술']","['팬에 분량의 양념 재료를 넣고 중불에서 저어가며 6분 동안 졸여주세요,\r\n\r\n*Tip. 청양고추는 잘게 다져 넣어주세요!', '데친 꼬치어묵을 순서 1에 넣고 골고루 양념을 묻혀주세요.\r\n\r\n*Tip. 나무 꼬치는 물에 한 번 삶은 뒤 헹구고 찬물에 30분 이상 담가서 불순물을 제거한 뒤 사용하는게 좋답니다.', '그릇에 담고 햄프씨드를 뿌린 뒤 맛있게 드세요.']",https://wtable.co.kr/recipes/SytVcgUwccYTwzKfVfjnJzmH?location=recipe_home
432,호두바사삭치킨,"['냉장 닭다리살200g', '호두분태2컵', '카놀라유900ml', '진간장약간', '후추약간', '생수100ml', '치킨튀김가루1컵', '파슬리약간', '청양고추⅓개', '홍고추⅓개']","['닭다리살에 칼집을 내고 밑간하여 10분간 재워 두세요.\r\n\r\n*Tip, 닭의 비린내를 제거하고 싶다면 우유에 담근 뒤 씻어서 밑간하는 것도 좋아요.', '볼에 반죽 재료를 넣고 섞은 뒤, 닭다리살에 반죽, 호두분태 순으로 골고루 묻혀주세요. 고추는 잘게 다져서 넣어주세요.', '냄비에 카놀라유를 넣고 끓이다가 카놀라유가 180℃가 되면 중불로 줄인 뒤, 순서 2를 넣고 2분 튀겼다가 건져내고 다시 넣어 3분 더 튀겨주세요.\r\n\r\n*Tip. 한번에 오래 튀기면 호두가 탈 수 있어서 주의해야 해요.', '완성된 치킨을 데리소스나 양념치킨소스 등 취향에 맞는 소스를 곁들여 맛있게 즐기세요.']",https://wtable.co.kr/recipes/zBCuQ9sUPQMqheS7Sbxe6Sdc?location=recipe_home
433,고추 참치 비빔밥,"['밥2공기', '래디쉬4개', '상추5장', '깻잎4장', '참치통조림1캔(150g)', '쪽파5줄기(15g)', '양파¼개', '옥수수통조림⅓컵', '감자½개', '당근약간(40g)', '청양고추½개', '홍고추1개', '카놀라유2술', '진간장½술', '생수4술', '고추장1과 ½술', '올리고당2술', '카놀라유1술', '검은깨약간', '김가루약간']","['팬에 카놀라유를 두른 뒤 양념 재료를 넣고 중약불에서 저어가며 볶아주세요.', '달군 새 팬에 카놀라유를 두른 뒤 양파를 넣고 중약불에서 볶아주세요. 양파가 익으면 속재료를 넣고 저어가며 6분간 볶아주세요.\r\n\r\n*Tip. 고추는 잘게 다지고, 채소는 작게 깍둑 썰고, 옥수수는 물기를 빼서 넣어주세요.', '순서 2에 순서 1의 양념장을 넣고 중불에서 2분 볶은 뒤 약불\r\n로 줄여 참치, 송송 썬 쪽파를 넣고 볶아주세요.', '그릇에 순서 3과 밥, 래디쉬, 상추, 깻잎을 담고 고명을 올리면 완성이예요.']",https://wtable.co.kr/recipes/vQZi8o3HuQ2sKSncALKCKxTM?location=recipe_home
434,얼큰 해물 수제비,"['감자½개', '고춧가루⅓술', '오징어½마리', '바지락10개', '애호박¼개', '양파¼개', '홍고추1개', '청양고추½개', '대파(20cm)1개', '국간장1술', '소금약간', '중력분2컵', '물120ml', '올리브유약간', '아마씨가루약간(3g)', '소금약간', '멸치 다시마 육수900ml', '고추장1과 ½술', '다진 마늘⅓술']","['분량의 반죽 재료를 섞고 치대어 수제비 반죽을 만든 뒤 밀봉하여 냉장고에 30분간 숙성시켜주세요.', '냄비에 멸치·다시마 육수, 먹기 좋게 썬 감자, 고추장, 다진 마늘을 넣고 강불에서 4~5분 끓인 뒤 중불로 줄여주세요.', '육수가 끓으면 순서 1의 수제비를 얇게 떼어 넣고 중불에서 1~2분 끓여주세요.', '각종 해물과 채소를 넣고 중불에서 4~5분 끓인 뒤 고춧가루, 국간장, 소금으로 간하고 1분 정도 끓여주세요.\r\n\r\n*Tip. 대파와 고추는 어슷 썰고, 양파는 슬라이스, 애호박은 반달썰기 해주세요.', '완성된 얼큰해물수제비를 그릇에 옮겨 담아 반죽이 붇기 전에 쫄깃한 식감을 음미하며 맛있게 즐기세요!']",https://wtable.co.kr/recipes/JkPehufo4BNYd7dTHSBMmHGQ?location=recipe_home
435,그린아스파라거스밥버거,"['쌀밥1공기', '체다치즈1장', '달걀프라이1개', '그린 아스파라거스약간(30g)', '버터약간', '후리가케약간', '참기름약간', '소금약간', '참치캔(중간 사이즈)⅔캔', '마요네즈1술', '김밥용 단무지½줄', '김치½컵(60g)', '고추장약간', '소시지약간(30g)', '양파⅓개(30g)', '카놀라유1술']","['달군 팬에 버터를 녹인 뒤 송송 썬 그린아스파라거스를 넣고 중불에 2분간 볶아주세요.\r\n\r\n*Tip. 싫어하는 채소는 잘게 다져 넣으면 먹기 더 좋아요!', '볼에 순서 1과 후리가케, 참기름, 소금을 넣고 골고루 잘 섞은 뒤, 밥을 뭉쳐 햄버거 빵 모양으로 2개 만들어 주세요.\r\n\r\n*Tip. 지름이 일정한 그릇에 밥을 넣어 누르면 쉽게 모양을 만들 수 있어요!', '달군 팬에 카놀라유를 두른 뒤 잘게 다진 김치, 고추장을 넣고 중불에서 4분간 볶은 뒤, 잘게 다진 소시지와 양파를 넣고 한 번 더 볶아주세요.\r\n\r\n*Tip. 김치는 속을 한 번 털어내고 사용해주세요~', '기름을 뺀 참치에 마요네즈, 잘게 다진 김밥용 단무지를 넣고 섞어주세요.', '밥 위에 체다치즈와 순서 3, 4, 달걀프라이를 올리고 나머지 밥을 위에 덮어주세요.\r\n\r\n*Tip. 밥버거 속 재료를 떡갈비, 불고기, 고추장 멸치볶음 등 다양하게 넣어 만들어도 맛있어요!']",https://wtable.co.kr/recipes/8jZBuYWCEjHgrvBwaCjLNxTA?location=recipe_home
436,케이준샐러드,"['닭안심살1개(100g)', '아보카도½개', '양상추2장', '로메인상추2장', '라디치오1장', '밀가루2술', '달걀1개', '빵가루&파슬리1컵', '카놀라유500ml', '홀그레인머스터드3술', '마요네즈1술', '꿀1술', '플레인요거트(小)1개', '겨자약간(5g)']","['얇게 저민 닭안심살을 밀가루, 달걀물, 빵가루&파슬리 순으로 묻혀주세요.\r\n\r\n*Tip. 빵가루와 파슬리는 섞어 사용하세요!', '냄비에 카놀라유를 넣고 끓인다가 카놀라유가 180℃가 되면 순서 1을 넣고 중불에서 4분 튀긴 뒤 기름기를 빼주세요.', '먹기 좋게 썬 아보카도, 양상추, 로메인상추, 라디치오 위에 순서 2를 올리고 드레싱 재료를 섞어 뿌려주세요.', '샐러드와 드레싱을 고루 섞어 맛있게 드세요. 시간이 없다면 드레싱은 시판 케이준드레싱을 넣어도 좋답니다!']",https://wtable.co.kr/recipes/prTGiNwQC7C6ixXCodVWx94e?location=recipe_home
437,칼라만시 과일 피클,"['배¼개', '청포도10알', '적포도10알', '현미식초150ml', '칼라만시액2술', '생수100ml', '백설탕11술', '통후추10알', '피클링스파이스약간']","['냄비에 끓임 재료를 넣고 끓이다 물이 끓으면 현미식초를 넣고 1~2분 더 끓인 뒤 불을 끄고 칼리만시액을 넣어 섞어주세요.\r\n\r\n*Tip. 칼라만시액은 산성이 강하니 위장이 좋지 않다면 양을 줄여서 넣으세요.', '깨끗이 씻어서 자른 포도와 깍둑 썬 배를 열탕소독한 유리병(500~600ml)에 적당히 넣어주세요.\r\n\r\n*Tip. 내용물을 꽉 채우면 용기가 터질 수 있으니 주의하세요!', '체에 거른 순서 1의 식초물을 유리병에 붓고 실온에서 반나절 식힌 뒤 냉장고에서 2~3일 숙성시켜주세요.', '잘 절여진 칼라만시과일피클을 각종 요리에 곁들여 맛있게 드세요.']",https://wtable.co.kr/recipes/cEk6CV6QpeNYoWvvzPLLGXoE?location=recipe_home
438,마늘볶음밥과 단호박짜장소스,"['밥2공기', '마늘10쪽', '쪽파5줄기(15g)', '카놀라유4술', '소금약간', '돼지고기 등심100g', '설탕½술', '단호박(작은 사이즈)⅙개(80g)', '감자1개', '당근약간(30g)', '적양파½개', '춘장⅔술(30g)', '생수250ml', '짜장가루2술', '후추약간', '다진 마늘½술', '맛술1술']","['달군 팬에 카놀라유를 두른 뒤 슬라이스한 마늘을 넣어 굽고 밥, 송송 썬 쪽파를 넣어 볶은 뒤 소금으로 간을 해주세요.', '달군 새 팬에 올리브유를 두르고 미리 10분간 밑간에 재워 둔 돼지고기 등심을 2cm 크기로 썰어 넣어 중불에서 2분간 볶아주세요.', '적양파를 넣어 중약불에서 2분간 볶은 뒤 단호박, 감자, 당근을 넣고 3분 더 볶아주세요.\r\n\r\n*Tip. 단호박 껍질에는 칼슘이 많아 골다공증 예방에 좋고 피로 회복, 항암효과가 있어요!', '춘장을 넣고 1분간 볶은 뒤 짜장물을 넣어 중약불에서 뚜껑을 덮고 7~8분간 눌러붙지 않게 저으면서 끓인 뒤 설탕을 넣고 볶아주세요.', '미리 만들어 둔 마늘볶음밥에 단호박짜장소스를 곁들여 담으면 완성이랍니다.']",https://wtable.co.kr/recipes/h16zSm9ki37cvtpz42n87wgP?location=recipe_home
439,새우 품은 주먹밥,"['칵테일 새우12개', '버터약간', '카놀라유약간', '소금약간', '밥1과 ½공기', '당근약간(40g)', '애호박¼개', '양파⅓개(30g)', '쪽파2줄기', '후리가케⅓술', '참깨약간']","['달군 팬에 버터를 녹인 뒤 칵테일새우를 넣고 소금을 뿌려 중약불에서 3분간 구워주세요.', '다른 팬에 카놀라유를 두르고 다진 양파를 중불에서 볶아주세요. 양파가 어느 정도 익으면 잘게 다진 당근, 애호박을 넣고 볶은 뒤 밥을 넣어 1분간 더 볶아주세요.', '불을 끈 뒤 송송 썬 쪽파, 후리가케, 참깨를 넣고 섞어주세요.', '밥을 한 줌 뜨고 순서 1을 넣어 동그랗게 뭉쳐 모양을 만들어 주세요.', '완성된 주먹밥을 맛있게 즐겨보세요.']",https://wtable.co.kr/recipes/cZ4boiySCjuTyBGcszpa2yFh?location=recipe_home
440,단호박호두롤가스,"['등심2장(!00g)', '단호박(작은 사이즈)⅕개(110g)', '마요네즈1술', '호두10알', '카놀라유500ml', '밀가루2술', '달걀1개', '빵가루약간', '파슬리1컵', '우유100ml', '청주½술', '소금, 후추약간']","['단호박을 찐 뒤 곱게 으깬 후 마요네즈를 넣고 섞어주세요.', '등심을 얇게 저미고 칼집을 낸 뒤 분량의 밑간 재료에 10분간 재워둡니다. 밑간이 끝난 등심은 펼쳐서 순서 1을 넓게 바르고 볶은 호두를 4알씩 올려 돌돌 말아주세요.', '볶은 호두 2알을 으깨 빵가루와 파슬리에 넣고 고루 섞은 뒤, 순서 2를 밀가루, 달걀물, 빵가루&파슬리 순으로 묻혀주세요,', '냄비에 카놀라유를 넣고 끓여주세요. 카놀라유가 170℃가 되면 중약불로 줄여 순서 3을 넣은 뒤 속까지 골고루 익을 수 있게 굴리며 4~5분 튀겨냅니다.', '먹기 좋게 썰어낸 뒤 돈까스 소스를 곁들여 맛있게 즐기세요~']",https://wtable.co.kr/recipes/eijU98UhbVvkg545eoqPXTQT?location=recipe_home
